,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
5089,7174056178_6,2,2,2,2,1,2,901,where are the people hanging out,DL,grass,playroom,living room,forest,barren land,True,False,True,True,True,False,True
5091,8617546237_9,1,1,1,1,4,1,679,how is the person in black positioned while singing,TC,spinning around,leaning against high table,nodding her head,shake his body and arms,moving left and right,True,False,True,True,True,False,True
5094,4834895241_0,3,3,3,3,1,3,489,why did both people turn rightwards,CW,tried to avoid tree,exercise,want to avoid crashing,its a turn,want to do stunts,True,False,True,True,True,False,True
5096,3623844354_6,3,3,3,3,1,3,2697,why are there flashes seen throughout the video,CW,power failure,lights flickering,switching on and off the stagelights,camera flashes,motion sensor disruptions,True,False,True,True,True,False,True
5103,5499561130_6,1,1,1,1,4,1,2697,why are the man and boy standing and moving around,CW,celebrate his birthday,dancing,kid messing around,talking to children,posing,True,False,True,True,True,False,True
5105,11506594895_4,4,4,4,4,1,4,756,what does the girl in purple do after holding the leash with both hands for a while in the middle,TN,touch toy,puts her hand on the blanket,take a basket of flowers,look at toy,let go of left hand,True,False,True,True,True,False,True
5106,4794935391_3,0,0,0,0,0,0,430,how did the man in pink consume the food on table,CH,use spoon,with a straw,fed by woman,use fork to grab meat,knife to cut the meat,True,False,True,True,True,True,True
5107,6423866251_9,3,3,3,3,0,3,528,why are the man and woman moving their legs so fast,CW,running,irritable,hungry,dancing,kicking something,True,False,True,True,True,False,True
5118,5171841751_4,2,2,2,2,4,2,869,what did the boy do after he lied the toy on the table,TN,lie on the floor,get up and dance,look at toy feet,continue eating,dance,True,False,True,True,True,False,True
5119,2836465095_8,1,1,1,1,4,1,1812,what is the man in the end doing,TC,walking down the hill,moving his hand,riding bicycle,smile,turn around,True,False,True,True,True,False,True
5124,3425409935_6,1,1,1,1,0,1,2594,what does the lady do after the baby drives the toy car passing her at the start of the video,TN,turn around,push handle,start claping,put the box aside,wet the cloth,True,False,True,True,True,False,True
5126,8392813576_5,0,0,0,0,4,0,300,why does the man stand up at the end of the video,CW,sleigh came to a stop,push the machine,taking photograph,hold the table,explain something,True,False,True,True,True,False,True
5141,3546634491_7,1,1,1,1,1,1,1632,what does the lady in black do after picking up a flower in the middle,TN,follow the girl,smell it and wave it around,yes,pass to lady in pink,laughs,True,False,True,True,True,True,True
5152,2639225467_7,1,1,1,1,4,1,345,how does the man in red use the whip,CH,on the ground,swing it around,microphone,throwing from one hand to another,raise both his hands,True,False,True,True,True,False,True
5157,6991460472_8,4,4,4,4,4,4,320,why does the woman touch the boy s head,CW,on a horse,pat away the dust,pet boy,wipe off the leaves,encourage boy to move,True,False,True,True,True,True,True
5169,3064389881_9,0,0,0,0,0,0,802,why did the baby put his hand on the ball and push in the middle of the video,CW,playing,posing for camera,giving it to lady,giving it to another baby,give it to the man,True,False,True,True,True,True,True
5173,5622582668_11,3,3,3,3,1,3,1170,where are both the kids eating the ice cream from,DL,water bottle,on her shirt,toy house,cup,phone,True,False,True,True,True,False,True
5178,10305881544_0,2,2,2,2,1,2,672,how did the pram move forward,CH,child kick it,adult pushing it,child pushing it,by gravity,using remote controller,True,False,True,True,True,False,True
5183,9658373642_0,0,0,0,0,0,0,740,what does the boy in green do as the dog was climbing over the box at the start,TC,look at dog,go to the camera,laugh,lie down,grab the toy,True,False,True,True,True,True,True
5184,4405746537_8,4,4,4,4,1,4,2697,where is this happening,DL,swimming pool,office,in the middle of the sea,hospital,living room,True,False,True,True,True,False,True
5191,4207981117_3,3,3,3,3,1,3,360,why did the dog change direction after the woman pull it,CW,follow man,grab the ball,grab the flowers,follow woman,grab the balloon,True,False,True,True,True,False,True
5193,7516286866_9,2,2,2,2,1,2,438,how many toys were beside the baby,DC,six,four,two,five,three,True,False,True,True,True,False,True
5196,3702630327_9,0,0,0,0,0,0,347,how many paddles did the man pick up,DC,two,three,seven,thrice,four,True,False,True,True,True,True,True
5199,3561135916_1,2,2,2,2,1,2,1397,why does the child pull the sweet from the cake after the candle is extinguished,CW,give lady,feed boy,eat,take a picture,keep in box,True,False,True,True,True,False,True
5200,3765087719_4,1,1,1,1,1,1,2165,why is blonde girl on stage,CW,hitting drum,playing guitar,receive award,teachign the class,arrange wire,True,False,True,True,True,True,True
5202,8109777832_1,2,2,2,2,1,2,2492,why are they moving together,CW,shifting the boxed,handing a gown to the person,dancing,taking photo,boarding the train,True,False,True,True,True,False,True
5208,6954179507_2,0,0,0,0,0,0,854,why is there a man in black standing on the balcony of a big ship docked at a habour,CW,oversee operations,fixing the car,fall over,drinking,having a conversation,True,False,True,True,True,True,True
5210,2976591964_2,1,1,1,1,4,1,1638,what does the boy in red with cap do after the girl in pink with pig tails walk down from the yellow surface,TN,jump up and down,walk on to the surface,take other people,pose for camera,follow and copy girl in black,True,False,True,True,True,False,True
5211,2407193002_0,0,0,0,0,0,0,1637,what is the boy wearing yellow doing with his left hand,TC,pressing the chords,pick something up from ground,touching bed,reaching for food,point towards camera,True,False,True,True,True,True,True
5212,6257273545_8,4,4,4,4,4,4,2697,how many people are there,DC,seven,four,six,five,two,True,False,True,True,True,True,True
5214,3222849599_6,1,1,1,1,4,1,1108,how many times in total does the baby bounce up and down throughout the video,DC,seven,two,three,four,five,True,False,True,True,True,False,True
5228,3704238156_8,4,4,4,4,0,4,917,where is this video taken,DL,park,playground,dancing hall,supermarket,living room,True,False,True,True,True,False,True
5231,5880312109_6,2,2,2,2,1,2,902,which place are the kid and lady are at,DO,desert,cinema,garden,party,ocean,True,False,True,True,True,False,True
5235,3942746345_4,3,3,3,3,0,3,1152,why does the cat bend down at the end of the video,CW,get up the chair,to get licked by the black cat,lose balance,get the food,to catch the torchlight,True,False,True,True,True,False,True
5244,3561135916_7,4,4,4,4,1,4,1397,where is this place,DL,gym,stage,beach,playground,dining room,True,False,True,True,True,False,True
5246,7238677454_10,0,0,0,0,0,0,375,why did the man put his mouth underwater a few times,CW,to create bubbles,to catch crabs,check on fish,cooling,part of the adventure activity,True,False,True,True,True,True,True
5254,7824310242_1,2,2,2,2,1,2,337,why are there wires sticking on to the baby s body,CW,part of the performance,entertain baby,baby under treatment,decoration,prevent him from falling,True,False,True,True,True,False,True
5261,6895329002_0,1,1,1,1,1,1,718,how did the dog keep up with the man,CH,roll around,walk beside him,lie down,jump at the man,bite the man,True,False,True,True,True,True,True
5262,6243919243_1,4,4,4,4,1,4,630,what makes the motorcycle come to a complete stop at the junction,DO,yellow light,white light,green light,blue light,red light,True,False,True,True,True,False,True
5263,8032967534_4,0,0,0,0,0,0,2190,what is the man in suit holding,DO,microphone,blue toy,formal attire,cabbage,streetwear,True,False,True,True,True,True,True
5264,4743196658_3,4,4,4,4,1,4,1119,where is this video taken,DL,computer table,backyard,park,lake side,living room,True,False,True,True,True,False,True
5265,2932961019_0,2,2,2,2,4,2,717,how does the man show his affection to the cat,CH,tickling the ear,crawls towards it,touch cat s neck,touch it paws,hug it,True,False,True,True,True,False,True
5267,4086138523_2,1,1,1,1,4,1,601,why does the man in white constantly look down when the camera directs towards him,CW,for fun,looking at book on the table,wipe blood,talking to lady,protect from sun,True,False,True,True,True,False,True
5270,3258993991_1,1,1,1,1,1,1,1380,what animal is shown in the video,DO,turtle,dog,horse,camel,tiger,True,False,True,True,True,True,True
5273,2700856270_3,3,3,3,3,4,3,819,how did the baby get support to turn and change direction in the middle,CH,lady pushes her,jump,tugs on her shirt,bend on floor to change,crawl,True,False,True,True,True,False,True
5283,2639225467_8,1,1,1,1,4,1,345,what is the relationship between the men,DO,team member opponent,friends,team members,therapist patient,colleagues,True,False,True,True,True,False,True
5287,4213031701_2,1,1,1,1,4,1,1581,why is the woman holding tightly onto the baby,CW,feed him,support him to play the piano,prevent going near pool,want to kiss,safety of baby on car,True,False,True,True,True,False,True
5291,2758135371_9,1,1,1,1,4,1,719,why did the lady in black wave both her hands in the air before the snake was placed on the lady in white,CW,playing catch,introduce to audience,avoid being kicked,cat likes rope,nervous,True,False,True,True,True,False,True
5293,8746344569_6,0,0,0,0,0,0,976,how do the people place their left hand while they tap the block at the side,CH,opposite side of the block,hold each other s hand,with the sticks,on the table,on the chair,True,False,True,True,True,True,True
5298,11589691386_4,0,0,0,0,0,0,1968,how did the two people walk past the old man,CH,in the opposite direction,ride bike,in the backpack,use walking handle,move their hands up and down,True,False,True,True,True,True,True
5300,11342887364_6,2,2,2,2,4,2,318,how is the man dancing in the video,CH,left and right,move his arms,skipping and raising legs,move up and down,man push his swing,True,False,True,True,True,False,True
5303,6216509632_4,3,3,3,3,1,3,612,how many people are involved in the video,DO,six,five,eight,two,ten,True,False,True,True,True,False,True
5305,8666185192_5,0,0,0,0,1,0,450,how does the boy practise at the start,CH,swing bat,run to plant,kick the ball,do sit ups,hand gesture,True,False,True,True,True,False,True
5312,3375064270_8,0,0,0,0,0,0,324,what was the man in checkered doing before he started snowboarding,TP,standing,playing with them,open his legs apart,show something to the adult,use towel dry ferret,True,False,True,True,True,True,True
5329,5012237466_4,2,2,2,2,0,2,1386,how does the child in stripes react about the fountain,TC,claps,run away,excited,put his fingers in his mouth,put his water bottle,True,False,True,True,True,False,True
5333,2814476910_3,1,1,1,1,0,1,711,how did the lady support herself on the seesaw,CH,hold ski stick,legs on the floor,wear life jacket,hold up cup,from her hand,True,False,True,True,True,False,True
5336,4615227462_9,0,0,0,0,0,0,465,what happens to the water in the toilet bowl after the middle part of the video,TN,flush away,jumped down,stand to one side,floats,jumps,True,False,True,True,True,True,True
5355,9486619004_6,3,3,3,3,0,3,434,what does the lady do after the dog turns back at the start,TN,move away,throw the toy again,ignores,wait,stay still,True,False,True,True,True,False,True
5358,7174056178_9,1,1,1,1,1,1,901,how many people are involved in the video,DC,six,two,five,eight,three,True,False,True,True,True,True,True
5360,6824389173_7,4,4,4,4,0,4,533,what are the children doing in this video,TC,watching television,eating snacks,walking around,sitting and talking,playing,True,False,True,True,True,False,True
5366,7473257354_9,4,4,4,4,4,4,918,what is black man in front of the lady doing as the emcee holds the lady,TC,anxious to eat cake,upset,talk to man,reluctant to leave stage,taking photos,True,False,True,True,True,True,True
5369,5925869325_12,0,0,0,0,0,0,1770,how did the man in grey ensure he can see clearly,DO,wear spectacles,binoculars,patting his shoulder,standing,microscope,True,False,True,True,True,True,True
