,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
4993,4311927018_4,1,4,2,2,4,2,888,why is the man on the left moving towards the right when the man on the right moved to the right,CW,play game,the wind is too strong,to get more force,fake dance,to aid in his layering work,False,True,False,False,False,True,False
4996,4353169496_6,0,3,0,0,4,4,2697,what did the man in white do after he dug his ears,TN,swipe his hair,singing,push the trolley,puts something in right hand,caress his hairs,False,True,False,False,False,False,False
4999,3557601110_8,3,2,3,3,4,3,305,why is the bike rider not riding the bike while he is on the bridge,CW,prevent splashing,hold the guitar,go down slope,cycling,to climb later,False,True,False,False,False,False,False
5017,5655025043_6,4,1,4,4,4,4,1706,what does the man with white necktie do after the man in black vest raise up his hand at the start,TN,stretch the dough,laughs,bottle,reads the picture,hi-five him,False,True,False,False,False,False,False
5018,5547902371_3,2,3,0,0,0,0,480,how is the man in purple hiding himself,CH,behind the tree,hide under a bed,hide himself under a blanket,stand behind wall,run to another room,False,True,False,False,False,False,False
5019,4922092172_0,0,4,3,3,0,3,1440,how did the man support the guitar while he played it,CH,on guitar stand,tap his feet,press on the chords,wear strap around neck,put on his lap,False,True,False,False,False,False,False
5024,3819750158_4,1,4,2,1,4,1,1302,why does the kid moves from one car to the other multiple times,CW,to walk around,controlled by boy,on a ride to destination,to eat more,curious,False,True,False,False,False,True,False
5032,10985344225_7,2,1,2,2,4,2,2518,how does the person in orange helmet record the activity,CH,pen and paper,phone,camera,computer,tablet,False,True,False,False,False,False,False
5037,6889066554_7,1,4,1,1,4,1,2460,how did the moving train prevent crashing into the yellow train,CH,with a pole,stoped far away,put it in sand,arms apart,on different lane,False,True,False,False,False,True,False
5040,8283116453_1,1,0,4,1,1,1,1116,what sort of performance is this,DO,suona,band performance,keyboard,dinner,rapping,False,True,False,False,False,False,False
5042,4892549531_10,1,2,0,0,1,0,1767,what does the woman do while moving off the stage at the end,TC,touch her hair,walk around girl in pink,carry a chair,touch the dog,fall backwards,False,True,False,False,False,False,False
5046,8576727783_2,4,2,3,3,4,1,328,how did the lady show her face in the darkness,CH,hat,hand gestures,phone flashlight,mask,put her hand out,False,True,False,False,False,False,False
5052,8666744695_3,3,1,3,3,4,3,783,how are the girls drawing on the board,CH,stir mixture with spatula,using marker,trace boy s hand shape,crayon,hold it up with her right hand,False,True,False,False,False,False,False
5056,3933732494_7,3,1,0,0,0,0,992,why does the lady lift the baby momentarily,CW,prevent him from falling,move child to the right,supporting the baby,play with the baby,put on keyboard,False,True,False,False,False,False,False
5058,4405327307_10,1,3,1,1,4,1,710,why did the man with microphone turned around near the end of the video,CW,feeling restless,read information,take water,instruct the people to stop,adjust his straps,False,True,False,False,False,False,False
5059,5791729526_0,2,0,4,2,0,2,2628,why is the lady writing with a pen on a notebook,CW,note down what was shared,showing that she is paying attention,taking notes for the boy,help her with her speech,read later,False,True,False,False,False,True,False
5062,5031339015_2,3,2,0,0,0,3,900,why is the man wearing a hiking backpack,CW,contains things needed for hike,keep warm,keep his belonging,part of outfit,water bottle,False,True,False,False,False,False,False
5066,4178472052_3,4,0,4,4,1,4,369,is the man in checked shirt teaching the man to shoot,DO,not sure,pen,opponents,colleagues,shooting,False,True,False,False,False,False,False
5068,6279934011_8,1,2,0,0,1,3,1817,what animal sticker did the girl put on the man s hand,DO,bird,dog,goat,snake,cat,False,True,False,False,False,False,False
5072,13259212584_0,1,0,1,1,4,1,770,why did the girl pause for awhile before reading what she wrote on the paper to the camera at the start,CW,make sure it s recording,refer to script,easier to colour together,wants to move to other places,pass the woman the control,False,True,False,False,False,False,False
5073,7331895158_7,0,3,0,0,0,2,359,how does the boy get into his diving position,DO,slide down,hold him,use float,put his hands up,woman hold him,False,True,False,False,False,False,False
5077,4561357748_5,0,2,0,0,4,1,468,what does the man do after coming off the table,TN,put down his cup,stomp his feet,open a box,dance,put on gloves,False,True,False,False,False,False,False
5082,3118473217_8,3,2,0,3,0,0,870,how many children are presented,DC,three,six,nine,two,four,False,True,False,False,False,False,False
5084,6819760548_0,3,1,4,3,4,4,1009,why did the lady in full long sleeves cross her arms in the video,CW,cue woman to talk,felt cold,angry,arms tired,pose for photo,False,True,False,False,False,False,False
5086,5475182274_9,3,2,4,4,1,4,1786,how did the man and the girl kept themselves warm,DO,put hands in pocket,beanies,long sleeve shirts,winter clothing,put on blanket,False,True,False,False,False,False,False
5087,3381752581_3,3,4,0,3,4,0,1530,why does the cat walks cautiously near the stove,CW,to catch the laser,cat was nudged to move forward,playing with plush toy,playing,prevent from falling,False,True,False,False,False,True,False
5088,5647715900_1,1,3,0,2,1,1,1768,why did the dog go into the water,CW,to save the girl,to drink water,to shower,to pick up a branch,to swim,False,True,False,False,False,False,False
5095,2744507539_5,4,0,3,1,4,1,603,what does the man in red do after landing,TN,high five the man in white,reaches out his arms,take photo,turn back,get into position,False,True,False,False,False,False,False
5099,3240793832_3,0,2,0,0,0,0,2158,why did the woman constantly pat hers and the baby s mouth alternatively,CW,soothe baby,cover the yawn,playing with baby,to make baby sit on her lap,dance together,False,True,False,False,False,False,False
5102,5503178247_0,2,0,4,4,0,4,950,why did the older child kick someone s foot,CW,try to get space,push their car forward,fighting,direct his attention,trip the person,False,True,False,False,False,True,False
5104,6901974982_10,4,2,4,4,4,4,1826,what did the lady do after she touched his forehead,TN,wipe her face,measure temperature with thermometer,hold his back,tickle her,touch his forehead,False,True,False,False,False,False,False
5110,3727471969_6,4,1,3,4,4,4,1035,what did the man in white do after he ate one bite of the food,TN,feed the cameraman,put bread down,the lady in checkered shirt,walk forward and observe,eat,False,True,False,False,False,False,False
5117,4405746537_4,4,0,2,2,1,2,2697,where are the child sitting at,DL,floor mat,grassland,sofa,bed,lady s laps,False,True,False,False,False,False,False
5125,2811954360_1,2,4,2,0,0,0,1689,why did the black cat come down from a pile of items,CW,play witht the girls,just woke up,getting the girls' attention,chasing after the ball,find another comfortable place,False,True,False,False,False,False,False
5129,6764483319_1,1,2,1,1,0,1,365,why did the man in black clap his hands together in the middle of the conversation,CW,hand gesture while listening,engage audience,agree with her,halfway through drinking,appreciate performance,False,True,False,False,False,False,False
5135,3046372932_5,1,4,3,3,1,3,2041,why did the black dog put its head back into the box at the end,CW,fun activity,man pet it down,think it is food,get food,lick the other dog,False,True,False,False,False,False,False
5140,4976487220_2,0,1,0,0,0,0,2643,why did the black hair woman beside the blonde woman touch her nose while the blonde woman is speaking,CW,pinch her nose,push glasses up,demonstrating,wipe away tears,itchy,False,True,False,False,False,False,False
5142,4827069441_5,1,3,2,1,1,4,499,how does the rabbit react to the boy kissing it,TC,eat carrot,shuffles away,its ears stand up,stays in position,jumps away,False,True,False,False,False,False,False
5144,2437115175_4,3,2,3,3,0,4,892,why does the lady stroke the dog after pouring water on it s back,CW,balance dog,clean her mouth,spread the water,clean it,caressing for him,False,True,False,False,False,False,False
5171,8900428927_7,4,2,4,3,0,4,308,how did the boy rest himself as the elephant was giving him massage,CH,put legs on the table,towel,lying on the mattress,roll around,sit on chair,False,True,False,False,False,False,False
5189,2577914719_0,4,0,4,4,4,4,2007,where is the boy sitting,DL,bicycle,beach,bed,sofa,chair,False,True,False,False,False,False,False
5190,4766274786_3,4,0,4,4,1,4,979,why did the girl move forward towards the baby near the end of the video,CW,take pink balloon,adjust towel,want to leave the chair,pick up the ball,want to carry baby,False,True,False,False,False,False,False
5198,8666185192_1,4,0,1,1,4,1,450,why did the boy smack his bat on the floor after swinging it,CW,getting ready,stunt to throw from behind,falls down,to see who is open,playing it,False,True,False,False,False,False,False
5206,4474292288_1,0,2,0,0,0,0,1199,how does the baby swim at the beginning of the video,CH,jumps,shake it,woman hold him,swing head,using her finger,False,True,False,False,False,False,False
5207,3885216493_1,4,0,1,1,1,1,894,what did the person do after the background change into fish tank setting,TN,pretend to swim,focus on painting behind,splash around,relaxing and playing,pull it up,False,True,False,False,False,False,False
5209,3625960287_2,0,2,0,0,0,4,703,why did the people in the surrounding take turns to stroke the baby crocodile,CW,busy,can not get up,curious,injured,peel off its skin,False,True,False,False,False,False,False
5213,5815171094_0,4,3,2,2,4,2,354,why are there two men wearing yellow suits,CW,protect ears from freezing,to be dragged into the water,hiking outfit,protect themselves,swimming suits,False,True,False,False,False,False,False
5217,2976591964_1,0,4,2,0,0,0,1638,what did the woman in brown do when she saw a boy fall onto another boy,TC,pull the boy,want to hug and lie,push the boy,to hit the boy,stop jumpping,False,True,False,False,False,False,False
5220,3294811247_4,0,2,0,0,4,3,603,what did the man in green do after he left the table,TN,perform a fire trick,point middle finger,rest,skipped backwards with one leg,looks down,False,True,False,False,False,False,False
5223,2433368517_9,0,2,1,0,0,0,964,how did the man help the lady get out of the car,CH,pushed her out,removed her seat belt,hold her dress,hold her hands,lifted her off the ground,False,True,False,False,False,False,False
5224,3632915314_2,3,4,1,1,3,1,2043,why did the driver of the car walk out of his car after driving through the puddle,CW,to park near the other motocycles,riding through the puddle of water,beat him up,car is locked,check his car,False,True,False,False,False,False,False
5225,3377976885_7,2,0,2,2,0,2,330,how did the pandas move past the logs in the middle of the video,CH,climb over them,kick it to the side,go under the logs,move closer,look out from their nest,False,True,False,False,False,True,False
